"Артикул";"Ozon Product ID";"SKU";"Штрихкод (Серийный номер / EAN)";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Метки";"Отзывы";"Рейтинг";"Причины скрытия";"Дата создания";"Категория";"Тип";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Размер НДС, %";"Ошибки";"Предупреждения"
"831790Y22N 78 48";"2112309426";"2394920059";"04660426881254";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"0";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"3";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"924D092U FN42 52";"2112309427";"2394921081";"04660426941989";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"4";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"924D092U FN42 54";"2112309428";"2394920628";"04660426941996";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"4";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"924D092U FN122 46";"2112309429";"2394921506";"04660426942023";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"1";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"820790Y21C 21 56";"2112309433";"2394920943";"04660426926610";"Куртка женская зимняя короткая City Classic";"'87.5";"City Classic";"Продается";;"3";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"4";"0";"0";"0";"0";"17550,00";"35900,00";;"5%";;
"820790Y21C 36 44";"2112309434";"2394921922";"04640314027636";"Куртка женская зимняя короткая City Classic";"'87.5";"City Classic";"Продается";;"1";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"3";"0";"0";"0";"0";"17550,00";"35900,00";;"5%";;
"820790Y21C 36 48";"2112309436";"2394922214";"04640314027650";"Куртка женская зимняя короткая City Classic";"'87.5";"City Classic";"Продается";;"3";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"3";"0";"0";"0";"0";"17550,00";"35900,00";;"5%";;
"831790Y22N 25 56";"2112309439";"2394921540";"04660426881537";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"5";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"831790Y22N 255 48";"2112309451";"2394921050";"04660426881339";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"1";"0";"0";"0";"0";"20500,00";"39990,00";;"5%";;
"831790Y22N 255 50";"2112309452";"2394922224";"04660426881346";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Готов к продаже";;"5";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"20500,00";"39990,00";;"5%";;
"924D092U FN95 52";"2112309454";"2394920085";"04660426942115";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"2";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"831790Y22N 78 56";"2112309456";"2394921836";"04660426881292";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"4";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"924D092U FN15 54";"2112309465";"2394921851";"04660426941927";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"1";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"924D092U FN15 52";"2112309467";"2394921530";"04660426941910";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"2";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"831790Y22N 25 58";"2112309470";"2394922385";"04660426881544";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"4";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"831790Y22N 255 58";"2112309471";"2394920552";"04660426881384";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Готов к продаже";;"2";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"20500,00";"39990,00";;"5%";;
"924D092U FN122 54";"2112309472";"2394919466";"04660426942061";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"2";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"831790Y22N 99 58";"2112309474";"2394921134";"04660426881469";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"4";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"924D092U FN15 58";"2112309483";"2394922034";"04660426941941";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"0";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"924D092U FN95 54";"2112309484";"2394921114";"04660426942122";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"4";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"831790Y22N 99 44";"2112309486";"2394921588";"04660426881391";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"5";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"820790Y21C 21 50";"2112309487";"2394920580";"04660426926580";"Куртка женская зимняя короткая City Classic";"'87.5";"City Classic";"Продается";;"6";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"4";"0";"0";"0";"0";"17550,00";"35900,00";;"5%";;
"831790Y22N 25 46";"2112309498";"2394922431";"04660426881483";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"5";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"831790Y22N 25 48";"2112309502";"2394922172";"04660426881490";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"5";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"7";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"831790Y22N 99 54";"2112309503";"2394923988";"04660426881445";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Готов к продаже";;"7";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"831790Y22N 25 54";"2112309504";"2394921092";"04660426881520";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"2";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"924D092U FN15 48";"2112309505";"2394923363";"04660426941897";"Куртка зимняя";"'87.5";"Shark Force";"Продается";;"2";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"1";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"924D092U FN122 50";"2112309506";"2394922121";"04660426942047";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"1";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"831790Y22N 78 50";"2112309508";"2394922112";"04660426881261";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"1";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"820790Y21C 21 46";"2112309511";"2394921035";"04660426926566";"Куртка женская зимняя короткая City Classic";"'87.5";"City Classic";"Продается";;"1";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"4";"0";"0";"0";"0";"17550,00";"35900,00";;"5%";;
"831790Y22N 255 52";"2112309512";"2394921492";"04660426881353";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Готов к продаже";;"1";"'4.90";;"2025-07-02 09:01:10";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"20500,00";"39990,00";;"5%";;
"820790Y21C 36 54";"2112309519";"2394922062";"04640314027681";"Куртка женская зимняя короткая City Classic";"'87.5";"City Classic";"Продается";;"3";"'4.90";;"2025-07-02 09:01:11";"Одежда";"Куртка";"'12.60";"'2.5";"3";"0";"0";"0";"0";"17550,00";"35900,00";;"5%";;
"924D092U FN15 56";"2112309520";"2394921211";"04660426941934";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"2";"'4.90";;"2025-07-02 09:01:11";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"924D092U FN122 58";"2112309522";"2394920562";"04660426942085";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"1";"'4.90";;"2025-07-02 09:01:11";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"820790Y21C 21 58";"2112309523";"2394922482";"04660426926627";"Куртка женская зимняя короткая City Classic";"'87.5";"City Classic";"Продается";;"1";"'4.90";;"2025-07-02 09:01:11";"Одежда";"Куртка";"'12.60";"'2.5";"4";"0";"0";"0";"0";"17550,00";"35900,00";;"5%";;
"924D092U FN95 58";"2112309530";"2394922883";"04660426942146";"Куртка зимняя";"'87.5";"Shark Force";"Готов к продаже";;"3";"'4.90";;"2025-07-02 09:01:11";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"28700,00";"39999,00";;"5%";;
"831790Y22N 255 54";"2112309547";"2394921145";"04660426881360";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Готов к продаже";;"4";"'4.90";;"2025-07-02 09:01:11";"Одежда";"Куртка";"'12.60";"'2.5";"0";"0";"0";"0";"0";"20500,00";"39990,00";;"5%";;
"831790Y22N 255 44";"2112309549";"2394923284";"04660426881315";"Куртка зимняя NortFolk на синтепоне с верблюжьей шерстью";"'72.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-02 09:01:11";"Одежда";"Куртка";"'12.60";"'2.5";"1";"0";"0";"0";"0";"24500,00";"39990,00";;"5%";;
"310281N22N 97 54";"2247138929";"2498843587";"2085302840422";"Куртка зимняя с верблюдом NortFolk";"'50";"NortFolk";"Готов к продаже";;"0";"'5.00";;"2025-07-18 17:30:01";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"19913,00";"34500,00";;"5%";;
"310281N22N 97 56";"2247142286";"2498846486";"2085302840439";"Куртка зимняя с верблюдом NortFolk";"'50";"NortFolk";"Готов к продаже";;"0";"'5.00";;"2025-07-18 17:33:27";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"19914,00";"34500,00";;"5%";;
"820790Y21C 36 56";"2254462461";"2504571432";"04640314027698";"Куртка женская зимняя короткая City Classic";"'87.5";"City Classic";"Продается";;"2";"'4.90";;"2025-07-19 10:20:14";"Одежда";"Куртка";"'12.60";"'2.5";"3";"0";"0";"0";"0";"17550,00";"35900,00";;"5%";;
"820790Y21C 36 58";"2254473778";"2504578047";"04640314027704";"Куртка женская зимняя короткая City Classic";"'87.5";"City Classic";"Продается";;"2";"'4.90";;"2025-07-19 10:21:43";"Одежда";"Куртка";"'12.60";"'2.5";"1";"0";"0";"0";"0";"17550,00";"35900,00";;"5%";;
"433590Y21N 260/21 48";"2254695458";"2504717434";"04660426874935";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"5";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"8";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 99/21 52";"2254695469";"2504717335";"04680654253944";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"5";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 99/21 58";"2254695483";"2504717822";"04680654253975";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21NB 260/21 68";"2254695514";"2504718157";"04660426875161";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"6";"0";"0";"0";"0";"23990,00";"28900,00";;"5%";;
"433590Y21N 260/21 46";"2254695520";"2504717203";"04660426874928";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"4";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"3";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21NB 260/21 60";"2254695522";"2504717890";"04660426875123";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"4";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"3";"0";"0";"0";"0";"23990,00";"28900,00";;"5%";;
"433590Y21N FS/21 54";"2254695527";"2504718053";"04660426875055";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"4";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N FS/21 44";"2254695555";"2504718409";"04660426875000";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N FS/21 52";"2254695583";"2504718139";"04660426875048";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N FS/21 42";"2254695586";"2504718218";"04660426874997";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N FS/21 58";"2254695588";"2504718238";"04660426875079";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 99/21 54";"2254695592";"2504718089";"04680654253951";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 99/21 46";"2254695597";"2504718149";"04680654253913";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"5";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"6";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 99/21 48";"2254695612";"2504717489";"04680654253920";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"5";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"7";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 260/21 50";"2254695613";"2504717959";"04660426874942";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"4";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"8";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N FS/21 46";"2254695623";"2504717504";"04660426875017";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 99/21 50";"2254695624";"2504718047";"04680654253937";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"4";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 99/21 56";"2254695626";"2504717955";"04680654253968";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"5";"'4.90";;"2025-07-19 10:52:52";"Одежда";"Куртка";"'13.68";"'2.7";"4";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 99/21 44";"2254695656";"2504718200";"04680654253906";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21NB 260/21 64";"2254695657";"2504718094";"04660426875147";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"4";"0";"0";"0";"0";"23990,00";"28900,00";;"5%";;
"433590Y21N 260/21 52";"2254695670";"2504717204";"04660426874959";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"7";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"4";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N FS/21 50";"2254695687";"2504717886";"04660426875031";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21NB 260/21 70";"2254695694";"2504717438";"04660426875178";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"4";"0";"0";"0";"0";"23990,00";"28900,00";;"5%";;
"433590Y21N FS/21 56";"2254695698";"2504717933";"04660426875062";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"6";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 99/21 42";"2254695701";"2504718212";"04680654253890";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 260/21 44";"2254695703";"2504718421";"04660426875093";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21N 260/21 42";"2254695708";"2504718397";"04660426875086";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21NB 260/21 62";"2254695714";"2504718213";"04660426875130";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"3";"0";"0";"0";"0";"23990,00";"28900,00";;"5%";;
"433590Y21N FS/21 48";"2254695737";"2504717881";"04660426875024";"Куртка женская с утеплителем синтепух";"'47";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"5";"0";"0";"0";"0";"21990,00";"26900,00";;"5%";;
"433590Y21NB 260/21 66";"2254695762";"2504718195";"04660426875154";"Куртка женская с утеплителем синтепух";"'69.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 10:52:53";"Одежда";"Куртка";"'13.68";"'2.7";"4";"0";"0";"0";"0";"23990,00";"28900,00";;"5%";;
"SU18725 HR981 50";"2255202071";"2505042230";"04630308301705";"Парка мужская на синтепухе";"'43.5";"Shark Force";"Готов к продаже";;"3";"'5.00";;"2025-07-19 12:42:53";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"SU18725 HR981 54";"2255202075";"2505042379";"04630308301729";"Парка мужская на синтепухе";"'43.5";"Shark Force";"Готов к продаже";;"2";"'5.00";;"2025-07-19 12:42:53";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"SU18725 HR433 48";"2255202076";"2505042278";"04660426941835";"Парка мужская на синтепухе";"'75";"Shark Force";"Готов к продаже";;"2";"'5.00";;"2025-07-19 12:42:53";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"SU18725 HR981 58";"2255202084";"2505042070";"04630308301743";"Парка мужская на синтепухе";"'43.5";"Shark Force";"Продается";;"2";"'5.00";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'18.90";"'3.8";"1";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 25/21 54";"2255202085";"2505042327";"04660426875949";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 137/21 58";"2255202088";"2505042209";"04660426876205";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 77-2/21 56";"2255202090";"2505042335";"04660426876038";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N FS/21 52";"2255202093";"2505042322";"04660426875857";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR90 52";"2255202094";"2505042267";"04630308301644";"Парка мужская на синтепухе";"'34.5";"Shark Force";"Готов к продаже";;"2";"'5.00";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 98/21 52";"2255202100";"2505042082";"04660426876090";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'17.55";"'3.5";"7";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR433 54";"2255202102";"2505042474";"04660426941866";"Парка мужская на синтепухе";"'75";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"SU18725 HR981 46";"2255202104";"2505042258";"04630308301682";"Парка мужская на синтепухе";"'43.5";"Shark Force";"Готов к продаже";;"0";"'5.00";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 98/98 56";"2255202105";"2505042189";"04660426876274";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 137/21 48";"2255202108";"2505042384";"04660426876151";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"8";"'4.90";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/98 48";"2255202118";"2505042088";"04660426876236";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'17.55";"'3.5";"5";"1";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N FS/21 46";"2255202119";"2505042364";"04660426875826";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'17.55";"'3.5";"3";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N FS/21 54";"2255202120";"2505042285";"04660426875864";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:54";"Одежда";"Куртка";"'17.55";"'3.5";"5";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
